400;342
362;336
327;330
294;331
272;318
247;300
206;297
224;280
199;266
201;250
189;257
209;255
197;266
226;296
226;292
248;318
281;314
307;333
351;342
384;340
425;344
463;345
497;343
540;343
567;333
595;328
622;311
635;316
670;291
672;284
683;276
687;268
682;257
699;277
678;276
669;284
656;296
646;302
615;318
593;323
551;335
519;346
488;350
444;340
407;349
369;337
329;330
302;325
272;319
258;312
238;299
220;286
212;264
220;265
207;274
231;298
238;310
253;318
299;324
326;341
357;334
389;342
420;341
470;350
500;351
519;344
556;334
589;334
613;320
638;304
652;305
659;289
652;281
680;280
672;272
671;275
666;277
661;286
646;302
627;312
604;317
584;335
553;333
514;345
486;347
453;342
413;353
378;344
339;335
316;326
285;333
262;311
256;295
238;288
222;288
224;275
222;274
219;277
230;269
235;294
259;309
273;322
305;339
319;338
355;341
390;349
426;346
463;346
490;345
525;336
566;328
596;322
601;326
630;308
645;297
652;296
657;285
665;283
666;286
665;268
654;297
635;304
632;312
595;331
572;325
546;340
515;345
485;337
453;343
419;346
383;339
341;341
313;335
291;327
274;327
261;306
258;296
240;281
236;284
232;280
244;293
259;298
269;311
279;322
311;328
332;338
369;339
404;348
426;343
466;350
494;348
528;345
555;340
578;337
604;313
627;317
627;304
640;299
650;286
673;297
655;290
668;301
644;305
623;315
609;317
592;320
567;336
539;342
503;341
471;351
444;341
418;345
374;342
334;349
324;331
295;327
284;309
277;322
260;329
252;296
241;303
244;287
241;286
276;311
281;306
293;323
322;334
337;342
371;350
404;344
446;344
464;349
501;339
526;344
553;328
570;339
597;323
606;326
622;307
639;302
641;303
682;310
656;295
647;280
633;303
628;304
616;315
590;320
577;331
551;341
527;337
503;344
463;349
442;345
405;340
389;351
350;339
310;343
305;328
274;316
275;302
263;306
251;289
264;304
260;317
275;319
289;317
314;320
334;351
355;344
384;347
410;349
451;351
473;346
501;349
528;340
558;336
579;332
588;326
610;323
621;306
625;306
642;297
639;285
656;280
636;304
612;308
607;313
587;329
563;334
539;334
518;342
491;341
452;351
435;352
406;342
364;344
346;343
325;328
305;328
292;328
277;307
269;298
255;301
258;287
275;308
278;304
286;312
312;322
320;332
342;349
367;344
393;347
416;360
451;341
477;341
507;344
526;345
559;330
574;326
584;331
600;310
621;315
614;305
624;308
633;285
628;299
623;304
612;309
610;312
594;319
574;332
561;333
530;346
507;345
481;343
464;344
418;350
389;348
371;333
348;338
317;327
310;324
286;316
293;316
271;304
274;309
276;293
284;311
278;302
295;313
309;334
327;329
345;347
378;344
399;341
432;347
463;349
487;349
518;345
528;347
556;336
574;334
587;315
595;309
600;310
612;304
621;304
623;291
616;298
609;307
605;316
591;320
577;327
